"order_id","product_id","product_category","supplier","customer_country","employee_city","order_month","shipper_name","unit_price","quantity","discount","total_amount"
10642,61,"Condiments","Forêts d'érables","Denmark","London","8","Federal Shipping","28.5",20,"0.2","455.9999983012676"
10643,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Germany","London","8","Speedy Express","45.6",15,"0.25","512.9999828338623"
10643,39,"Beverages","Aux joyeux ecclésiastiques","Germany","London","8","Speedy Express","18",21,"0.25","283.5"
10643,46,"Seafood","Lyngbysild","Germany","London","8","Speedy Express","12",2,"0.25","18"
10644,18,"Seafood","Pavlova, Ltd.","Brazil","Kirkland","8","United Package","62.5",4,"0.1","224.99999962747097"
10644,43,"Beverages","Leka Trading","Brazil","Kirkland","8","United Package","46",20,"0","920"
10644,46,"Seafood","Lyngbysild","Brazil","Kirkland","8","United Package","12",21,"0.1","226.79999962449074"
10645,18,"Seafood","Pavlova, Ltd.","Brazil","Redmond","8","Speedy Express","62.5",20,"0","1250"
10645,36,"Seafood","Svensk Sjöföda AB","Brazil","Redmond","8","Speedy Express","19",15,"0","285"
10646,1,"Beverages","Specialty Biscuits, Ltd.","Ireland","London","8","Federal Shipping","18",15,"0.25","202.5"
10646,10,"Seafood","Tokyo Traders","Ireland","London","8","Federal Shipping","31",18,"0.25","418.5"
10646,71,"Dairy Products","Norske Meierier","Ireland","London","8","Federal Shipping","21.5",30,"0.25","483.75"
10646,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Ireland","London","8","Federal Shipping","13",35,"0.25","341.25"
10647,19,"Confections","Specialty Biscuits, Ltd.","Brazil","Redmond","8","United Package","9.2",30,"0","275.9999942779541"
10647,39,"Beverages","Aux joyeux ecclésiastiques","Brazil","Redmond","8","United Package","18",20,"0","360"
10648,22,"Grains/Cereals","PB Knäckebröd AB","Brazil","London","8","United Package","21",15,"0","315"
10648,24,"Beverages","Refrescos Americanas LTDA","Brazil","London","8","United Package","4.5",15,"0.15","57.37499959766865"
10649,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Belgium","London","8","Federal Shipping","45.6",20,"0","911.9999694824219"
10649,72,"Dairy Products","Formaggi Fortini s.r.l.","Belgium","London","8","Federal Shipping","34.8",15,"0","521.9999885559082"
10650,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Brazil","London","8","Federal Shipping","25.89",30,"0","776.6999816894531"
10650,53,"Meat/Poultry","G'day, Mate","Brazil","London","8","Federal Shipping","32.8",25,"0.05","778.9999812692404"
10650,54,"Meat/Poultry","Ma Maison","Brazil","London","8","Federal Shipping","7.45",30,"0","223.4999942779541"
10651,19,"Confections","Specialty Biscuits, Ltd.","Germany","Seattle","9","United Package","9.2",12,"0.25","82.79999828338623"
10651,22,"Grains/Cereals","PB Knäckebröd AB","Germany","Seattle","9","United Package","21",20,"0.25","315"
10652,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Brazil","Redmond","9","United Package","25.89",2,"0.25","38.834999084472656"
10652,42,"Grains/Cereals","Leka Trading","Brazil","Redmond","9","United Package","14",20,"0","280"
10653,16,"Confections","Pavlova, Ltd.","Germany","Seattle","9","Speedy Express","17.45",30,"0.1","471.1500198192894"
10653,60,"Dairy Products","Gai pâturage","Germany","Seattle","9","Speedy Express","34",20,"0.1","611.999998986721"
10654,4,"Condiments","New Orleans Cajun Delights","Sweden","London","9","Speedy Express","22",12,"0.1","237.59999960660934"
10654,39,"Beverages","Aux joyeux ecclésiastiques","Sweden","London","9","Speedy Express","18",20,"0.1","323.9999994635582"
10654,54,"Meat/Poultry","Ma Maison","Sweden","London","9","Speedy Express","7.45",6,"0.1","40.22999890342355"
10655,41,"Seafood","New England Seafood Cannery","Italy","Seattle","9","United Package","9.65",20,"0.2","154.39999332129958"
10656,14,"Produce","Mayumi's","USA","London","9","Speedy Express","23.25",3,"0.1","62.7749998960644"
10656,44,"Condiments","Leka Trading","USA","London","9","Speedy Express","19.45",28,"0.1","490.14001841455695"
10656,47,"Confections","Zaanse Snoepfabriek","USA","London","9","Speedy Express","9.5",6,"0.1","51.29999991506338"
10657,15,"Condiments","Mayumi's","USA","Tacoma","9","United Package","15.5",50,"0","775"
10657,41,"Seafood","New England Seafood Cannery","USA","Tacoma","9","United Package","9.65",24,"0","231.59999084472656"
10657,46,"Seafood","Lyngbysild","USA","Tacoma","9","United Package","12",45,"0","540"
10657,47,"Confections","Zaanse Snoepfabriek","USA","Tacoma","9","United Package","9.5",10,"0","95"
10657,56,"Grains/Cereals","Pasta Buttini s.r.l.","USA","Tacoma","9","United Package","38",45,"0","1710"
10657,60,"Dairy Products","Gai pâturage","USA","Tacoma","9","United Package","34",30,"0","1020"
10658,21,"Confections","Specialty Biscuits, Ltd.","Germany","Redmond","9","Speedy Express","10",60,"0","600"
10658,40,"Seafood","New England Seafood Cannery","Germany","Redmond","9","Speedy Express","18.4",70,"0.05","1223.5999736726285"
10658,60,"Dairy Products","Gai pâturage","Germany","Redmond","9","Speedy Express","34",55,"0.05","1776.4999986067414"
10658,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Germany","Redmond","9","Speedy Express","13",70,"0.05","864.4999993219972"
10659,31,"Dairy Products","Formaggi Fortini s.r.l.","Brazil","London","9","United Package","12.5",20,"0.05","237.49999981373549"
10659,40,"Seafood","New England Seafood Cannery","Brazil","London","9","United Package","18.4",24,"0.05","419.5199909734726"
10659,70,"Beverages","Pavlova, Ltd.","Brazil","London","9","United Package","15",40,"0.05","569.9999995529652"
10660,20,"Confections","Specialty Biscuits, Ltd.","USA","Seattle","9","Speedy Express","81",21,"0","1701"
10661,39,"Beverages","Aux joyeux ecclésiastiques","Ireland","London","9","Federal Shipping","18",3,"0.2","43.19999983906746"
10661,58,"Seafood","Escargots Nouveaux","Ireland","London","9","Federal Shipping","13.25",49,"0.2","519.3999980650842"
10662,68,"Confections","Specialty Biscuits, Ltd.","USA","Kirkland","9","United Package","12.5",10,"0","125"
10663,40,"Seafood","New England Seafood Cannery","France","Tacoma","9","United Package","18.4",30,"0.05","524.3999887168408"
10663,42,"Grains/Cereals","Leka Trading","France","Tacoma","9","United Package","14",30,"0.05","398.9999996870756"
10663,51,"Produce","G'day, Mate","France","Tacoma","9","United Package","53",20,"0.05","1006.9999992102385"
10664,10,"Seafood","Tokyo Traders","Portugal","Seattle","9","Federal Shipping","31",24,"0.15","632.3999955654144"
10664,56,"Grains/Cereals","Pasta Buttini s.r.l.","Portugal","Seattle","9","Federal Shipping","38",12,"0.15","387.5999972820282"
10664,65,"Condiments","New Orleans Cajun Delights","Portugal","Seattle","9","Federal Shipping","21.05",15,"0.15","268.3874883905054"
10665,51,"Produce","G'day, Mate","USA","Seattle","9","United Package","53",20,"0","1060"
10665,59,"Dairy Products","Gai pâturage","USA","Seattle","9","United Package","55",1,"0","55"
10665,76,"Beverages","Karkki Oy","USA","Seattle","9","United Package","18",10,"0","180"
10666,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","Switzerland","London","9","United Package","123.79",36,"0","4456.440032958984"
10666,65,"Condiments","New Orleans Cajun Delights","Switzerland","London","9","United Package","21.05",10,"0","210.49999237060547"
10667,69,"Dairy Products","Norske Meierier","Austria","London","9","Speedy Express","36",45,"0.2","1295.9999951720238"
10667,71,"Dairy Products","Norske Meierier","Austria","London","9","Speedy Express","21.5",14,"0.2","240.7999991029501"
10668,31,"Dairy Products","Formaggi Fortini s.r.l.","Germany","Seattle","9","United Package","12.5",8,"0.1","89.99999985098839"
10668,55,"Meat/Poultry","Ma Maison","Germany","Seattle","9","United Package","24",4,"0.1","86.39999985694885"
10668,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","Germany","Seattle","9","United Package","33.25",15,"0.1","448.8749992568046"
10669,36,"Seafood","Svensk Sjöföda AB","Denmark","Tacoma","9","Speedy Express","19",30,"0","570"
10670,23,"Grains/Cereals","PB Knäckebröd AB","Germany","Redmond","9","Speedy Express","9",32,"0","288"
10670,46,"Seafood","Lyngbysild","Germany","Redmond","9","Speedy Express","12",60,"0","720"
10670,67,"Beverages","Bigfoot Breweries","Germany","Redmond","9","Speedy Express","14",25,"0","350"
10670,73,"Seafood","Svensk Sjöföda AB","Germany","Redmond","9","Speedy Express","15",50,"0","750"
10670,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","Germany","Redmond","9","Speedy Express","7.75",25,"0","193.75"
10671,16,"Confections","Pavlova, Ltd.","France","Seattle","9","Speedy Express","17.45",10,"0","174.50000762939453"
10671,62,"Confections","Forêts d'érables","France","Seattle","9","Speedy Express","49.3",10,"0","492.99999237060547"
10671,65,"Condiments","New Orleans Cajun Delights","France","Seattle","9","Speedy Express","21.05",12,"0","252.59999084472656"
10672,38,"Beverages","Aux joyeux ecclésiastiques","Sweden","London","9","United Package","263.5",15,"0.1","3557.249994110316"
10672,71,"Dairy Products","Norske Meierier","Sweden","London","9","United Package","21.5",12,"0","258"
10673,16,"Confections","Pavlova, Ltd.","Finland","Tacoma","9","Speedy Express","17.45",3,"0","52.35000228881836"
10673,42,"Grains/Cereals","Leka Trading","Finland","Tacoma","9","Speedy Express","14",6,"0","84"
10673,43,"Beverages","Leka Trading","Finland","Tacoma","9","Speedy Express","46",6,"0","276"
10674,23,"Grains/Cereals","PB Knäckebröd AB","UK","Redmond","9","United Package","9",5,"0","45"
10675,14,"Produce","Mayumi's","Germany","London","9","United Package","23.25",30,"0","697.5"
10675,53,"Meat/Poultry","G'day, Mate","Germany","London","9","United Package","32.8",10,"0","327.99999237060547"
10675,58,"Seafood","Escargots Nouveaux","Germany","London","9","United Package","13.25",30,"0","397.5"
10676,10,"Seafood","Tokyo Traders","Mexico","Tacoma","9","United Package","31",2,"0","62"
10676,19,"Confections","Specialty Biscuits, Ltd.","Mexico","Tacoma","9","United Package","9.2",7,"0","64.39999866485596"
10676,44,"Condiments","Leka Trading","Mexico","Tacoma","9","United Package","19.45",21,"0","408.4500160217285"
10677,26,"Confections","Heli Süßwaren GmbH & Co. KG","Mexico","Seattle","9","Federal Shipping","31.23",30,"0.15","796.3649827426673"
10677,33,"Dairy Products","Norske Meierier","Mexico","Seattle","9","Federal Shipping","2.5",8,"0.15","16.99999988079071"
10678,12,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","USA","London","9","Federal Shipping","38",100,"0","3800"
10678,33,"Dairy Products","Norske Meierier","USA","London","9","Federal Shipping","2.5",30,"0","75"
10678,41,"Seafood","New England Seafood Cannery","USA","London","9","Federal Shipping","9.65",120,"0","1157.9999542236328"
10678,54,"Meat/Poultry","Ma Maison","USA","London","9","Federal Shipping","7.45",30,"0","223.4999942779541"
10679,59,"Dairy Products","Gai pâturage","France","Seattle","9","Federal Shipping","55",12,"0","660"
10680,16,"Confections","Pavlova, Ltd.","USA","Seattle","9","Speedy Express","17.45",50,"0.25","654.3750286102295"
10680,31,"Dairy Products","Formaggi Fortini s.r.l.","USA","Seattle","9","Speedy Express","12.5",20,"0.25","187.5"
10680,42,"Grains/Cereals","Leka Trading","USA","Seattle","9","Speedy Express","14",40,"0.25","420"
10681,19,"Confections","Specialty Biscuits, Ltd.","USA","Kirkland","9","Federal Shipping","9.2",30,"0.1","248.39999443888667"
10681,21,"Confections","Specialty Biscuits, Ltd.","USA","Kirkland","9","Federal Shipping","10",12,"0.1","107.99999982118607"
10681,64,"Grains/Cereals","Plutzer Lebensmittelgroßmärkte AG","USA","Kirkland","9","Federal Shipping","33.25",28,"0","931"
10682,33,"Dairy Products","Norske Meierier","Mexico","Kirkland","9","United Package","2.5",30,"0","75"
10682,66,"Condiments","New Orleans Cajun Delights","Mexico","Kirkland","9","United Package","17",4,"0","68"
10682,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","Mexico","Kirkland","9","United Package","7.75",30,"0","232.5"
10683,52,"Grains/Cereals","G'day, Mate","France","Tacoma","9","Speedy Express","7",9,"0","63"
10684,40,"Seafood","New England Seafood Cannery","Germany","Kirkland","9","Speedy Express","18.4",20,"0","367.99999237060547"
10684,47,"Confections","Zaanse Snoepfabriek","Germany","Kirkland","9","Speedy Express","9.5",40,"0","380"
10684,60,"Dairy Products","Gai pâturage","Germany","Kirkland","9","Speedy Express","34",30,"0","1020"
10685,10,"Seafood","Tokyo Traders","Brazil","Redmond","9","United Package","31",20,"0","620"
10685,41,"Seafood","New England Seafood Cannery","Brazil","Redmond","9","United Package","9.65",4,"0","38.599998474121094"
10685,47,"Confections","Zaanse Snoepfabriek","Brazil","Redmond","9","United Package","9.5",15,"0","142.5"
10686,17,"Meat/Poultry","Pavlova, Ltd.","Austria","Tacoma","9","Speedy Express","39",30,"0.2","935.9999965131283"
10686,26,"Confections","Heli Süßwaren GmbH & Co. KG","Austria","Tacoma","9","Speedy Express","31.23",15,"0","468.4499931335449"
10687,9,"Meat/Poultry","Tokyo Traders","Ireland","London","9","United Package","97",50,"0.25","3637.5"
10687,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","Ireland","London","9","United Package","123.79",10,"0","1237.9000091552734"
10687,36,"Seafood","Svensk Sjöföda AB","Ireland","London","9","United Package","19",6,"0.25","85.5"
10688,10,"Seafood","Tokyo Traders","Denmark","Redmond","10","United Package","31",18,"0.1","502.1999991685152"
10688,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Denmark","Redmond","10","United Package","45.6",60,"0.1","2462.3999135255817"
10688,34,"Beverages","Bigfoot Breweries","Denmark","Redmond","10","United Package","14",14,"0","196"
10689,1,"Beverages","Specialty Biscuits, Ltd.","Sweden","Seattle","10","United Package","18",35,"0.25","472.5"
10690,56,"Grains/Cereals","Pasta Buttini s.r.l.","Brazil","Seattle","10","Speedy Express","38",20,"0.25","570"
10690,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","Brazil","Seattle","10","Speedy Express","13",30,"0.25","292.5"
10691,1,"Beverages","Specialty Biscuits, Ltd.","Germany","Tacoma","10","United Package","18",30,"0","540"
10691,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","Germany","Tacoma","10","United Package","123.79",40,"0","4951.600036621094"
10691,43,"Beverages","Leka Trading","Germany","Tacoma","10","United Package","46",40,"0","1840"
10691,44,"Condiments","Leka Trading","Germany","Tacoma","10","United Package","19.45",24,"0","466.8000183105469"
10691,62,"Confections","Forêts d'érables","Germany","Tacoma","10","United Package","49.3",48,"0","2366.3999633789062"
10692,63,"Condiments","Pavlova, Ltd.","Germany","Redmond","10","United Package","43.9",20,"0","878.0000305175781"
10693,9,"Meat/Poultry","Tokyo Traders","USA","Kirkland","10","Federal Shipping","97",6,"0","582"
10693,54,"Meat/Poultry","Ma Maison","USA","Kirkland","10","Federal Shipping","7.45",60,"0.15","379.9499876081944"
10693,69,"Dairy Products","Norske Meierier","USA","Kirkland","10","Federal Shipping","36",30,"0.15","917.9999935626984"
10693,73,"Seafood","Svensk Sjöföda AB","USA","Kirkland","10","Federal Shipping","15",15,"0.15","191.2499986588955"
10694,7,"Produce","Grandma Kelly's Homestead","Germany","Seattle","10","Federal Shipping","30",90,"0","2700"
10694,59,"Dairy Products","Gai pâturage","Germany","Seattle","10","Federal Shipping","55",25,"0","1375"
10694,70,"Beverages","Pavlova, Ltd.","Germany","Seattle","10","Federal Shipping","15",50,"0","750"
10695,8,"Condiments","Grandma Kelly's Homestead","Finland","London","10","Speedy Express","40",10,"0","400"
10695,12,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Finland","London","10","Speedy Express","38",4,"0","152"
10695,24,"Beverages","Refrescos Americanas LTDA","Finland","London","10","Speedy Express","4.5",20,"0","90"
10696,17,"Meat/Poultry","Pavlova, Ltd.","USA","Seattle","10","Federal Shipping","39",20,"0","780"
10696,46,"Seafood","Lyngbysild","USA","Seattle","10","Federal Shipping","12",18,"0","216"
10697,19,"Confections","Specialty Biscuits, Ltd.","Venezuela","Kirkland","10","Speedy Express","9.2",7,"0.25","48.29999899864197"
10697,35,"Beverages","Bigfoot Breweries","Venezuela","Kirkland","10","Speedy Express","18",9,"0.25","121.5"
10697,58,"Seafood","Escargots Nouveaux","Venezuela","Kirkland","10","Speedy Express","13.25",30,"0.25","298.125"
10697,70,"Beverages","Pavlova, Ltd.","Venezuela","Kirkland","10","Speedy Express","15",30,"0.25","337.5"
10698,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Austria","Redmond","10","Speedy Express","21",15,"0","315"
10698,17,"Meat/Poultry","Pavlova, Ltd.","Austria","Redmond","10","Speedy Express","39",8,"0.05","296.3999997675419"
10698,29,"Meat/Poultry","Plutzer Lebensmittelgroßmärkte AG","Austria","Redmond","10","Speedy Express","123.79",12,"0.05","1411.206009330243"
10698,65,"Condiments","New Orleans Cajun Delights","Austria","Redmond","10","Speedy Express","21.05",65,"0.05","1299.8374518690632"
10698,70,"Beverages","Pavlova, Ltd.","Austria","Redmond","10","Speedy Express","15",8,"0.05","113.99999991059303"
10699,47,"Confections","Zaanse Snoepfabriek","Germany","Kirkland","10","Federal Shipping","9.5",12,"0","114"
10700,1,"Beverages","Specialty Biscuits, Ltd.","USA","Kirkland","10","Speedy Express","18",5,"0.2","71.9999997317791"
10700,34,"Beverages","Bigfoot Breweries","USA","Kirkland","10","Speedy Express","14",12,"0.2","134.39999949932098"
10700,68,"Confections","Specialty Biscuits, Ltd.","USA","Kirkland","10","Speedy Express","12.5",40,"0.2","399.9999985098839"
10700,71,"Dairy Products","Norske Meierier","USA","Kirkland","10","Speedy Express","21.5",60,"0.2","1031.9999961555004"
10701,59,"Dairy Products","Gai pâturage","Ireland","London","10","Federal Shipping","55",42,"0.15","1963.499986231327"
10701,71,"Dairy Products","Norske Meierier","Ireland","London","10","Federal Shipping","21.5",20,"0.15","365.4999974370003"
10701,76,"Beverages","Karkki Oy","Ireland","London","10","Federal Shipping","18",35,"0.15","535.4999962449074"
10702,3,"Condiments","Exotic Liquids","Germany","Redmond","10","Speedy Express","10",6,"0","60"
10702,76,"Beverages","Karkki Oy","Germany","Redmond","10","Speedy Express","18",15,"0","270"
10703,2,"Beverages","Exotic Liquids","Sweden","London","10","United Package","19",5,"0","95"
10703,59,"Dairy Products","Gai pâturage","Sweden","London","10","United Package","55",35,"0","1925"
10703,73,"Seafood","Svensk Sjöföda AB","Sweden","London","10","United Package","15",35,"0","525"
10704,4,"Condiments","New Orleans Cajun Delights","Brazil","London","10","Speedy Express","22",6,"0","132"
10704,24,"Beverages","Refrescos Americanas LTDA","Brazil","London","10","Speedy Express","4.5",35,"0","157.5"
10704,48,"Confections","Zaanse Snoepfabriek","Brazil","London","10","Speedy Express","12.75",24,"0","306"
10705,31,"Dairy Products","Formaggi Fortini s.r.l.","Venezuela","London","10","United Package","12.5",20,"0","250"
10705,32,"Dairy Products","Formaggi Fortini s.r.l.","Venezuela","London","10","United Package","32",4,"0","128"
10706,16,"Confections","Pavlova, Ltd.","USA","Seattle","10","Federal Shipping","17.45",20,"0","349.00001525878906"
10706,43,"Beverages","Leka Trading","USA","Seattle","10","Federal Shipping","46",24,"0","1104"
10706,59,"Dairy Products","Gai pâturage","USA","Seattle","10","Federal Shipping","55",8,"0","440"
10707,55,"Meat/Poultry","Ma Maison","UK","Redmond","10","Federal Shipping","24",21,"0","504"
10707,57,"Grains/Cereals","Pasta Buttini s.r.l.","UK","Redmond","10","Federal Shipping","19.5",40,"0","780"
10707,70,"Beverages","Pavlova, Ltd.","UK","Redmond","10","Federal Shipping","15",28,"0.15","356.9999974966049"
10708,5,"Condiments","New Orleans Cajun Delights","USA","London","10","United Package","21.35",4,"0","85.4000015258789"
10708,36,"Seafood","Svensk Sjöföda AB","USA","London","10","United Package","19",5,"0","95"
10709,8,"Condiments","Grandma Kelly's Homestead","Brazil","Seattle","10","Federal Shipping","40",40,"0","1600"
10709,51,"Produce","G'day, Mate","Brazil","Seattle","10","Federal Shipping","53",28,"0","1484"
10709,60,"Dairy Products","Gai pâturage","Brazil","Seattle","10","Federal Shipping","34",10,"0","340"
10710,19,"Confections","Specialty Biscuits, Ltd.","Italy","Seattle","10","Speedy Express","9.2",5,"0","45.999999046325684"
10710,47,"Confections","Zaanse Snoepfabriek","Italy","Seattle","10","Speedy Express","9.5",5,"0","47.5"
10711,19,"Confections","Specialty Biscuits, Ltd.","USA","London","10","United Package","9.2",12,"0","110.39999771118164"
10711,41,"Seafood","New England Seafood Cannery","USA","London","10","United Package","9.65",42,"0","405.2999839782715"
10711,53,"Meat/Poultry","G'day, Mate","USA","London","10","United Package","32.8",120,"0","3935.9999084472656"
10712,53,"Meat/Poultry","G'day, Mate","Ireland","Kirkland","10","Speedy Express","32.8",3,"0.05","93.47999775230885"
10712,56,"Grains/Cereals","Pasta Buttini s.r.l.","Ireland","Kirkland","10","Speedy Express","38",30,"0","1140"
10713,10,"Seafood","Tokyo Traders","USA","Seattle","10","Speedy Express","31",18,"0","558"
10713,26,"Confections","Heli Süßwaren GmbH & Co. KG","USA","Seattle","10","Speedy Express","31.23",30,"0","936.8999862670898"
10713,45,"Seafood","Lyngbysild","USA","Seattle","10","Speedy Express","9.5",110,"0","1045"
10713,46,"Seafood","Lyngbysild","USA","Seattle","10","Speedy Express","12",24,"0","288"
10714,2,"Beverages","Exotic Liquids","USA","London","10","Federal Shipping","19",30,"0.25","427.5"
10714,17,"Meat/Poultry","Pavlova, Ltd.","USA","London","10","Federal Shipping","39",27,"0.25","789.75"
10714,47,"Confections","Zaanse Snoepfabriek","USA","London","10","Federal Shipping","9.5",50,"0.25","356.25"
10714,56,"Grains/Cereals","Pasta Buttini s.r.l.","USA","London","10","Federal Shipping","38",18,"0.25","513"
10714,58,"Seafood","Escargots Nouveaux","USA","London","10","Federal Shipping","13.25",12,"0.25","119.25"
10715,10,"Seafood","Tokyo Traders","France","Kirkland","10","Speedy Express","31",21,"0","651"
10715,71,"Dairy Products","Norske Meierier","France","Kirkland","10","Speedy Express","21.5",30,"0","645"
10716,21,"Confections","Specialty Biscuits, Ltd.","Argentina","Redmond","10","United Package","10",5,"0","50"
10716,51,"Produce","G'day, Mate","Argentina","Redmond","10","United Package","53",7,"0","371"
10716,61,"Condiments","Forêts d'érables","Argentina","Redmond","10","United Package","28.5",10,"0","285"
10717,21,"Confections","Specialty Biscuits, Ltd.","Germany","Seattle","10","United Package","10",32,"0.05","303.9999997615814"
10717,54,"Meat/Poultry","Ma Maison","Germany","Seattle","10","United Package","7.45",15,"0","111.74999713897705"
10717,69,"Dairy Products","Norske Meierier","Germany","Seattle","10","United Package","36",25,"0.05","854.9999993294477"
10718,12,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","Germany","Seattle","10","Federal Shipping","38",36,"0","1368"
10718,16,"Confections","Pavlova, Ltd.","Germany","Seattle","10","Federal Shipping","17.45",20,"0","349.00001525878906"
10718,36,"Seafood","Svensk Sjöföda AB","Germany","Seattle","10","Federal Shipping","19",40,"0","760"
10718,62,"Confections","Forêts d'érables","Germany","Seattle","10","Federal Shipping","49.3",20,"0","985.9999847412109"
10719,18,"Seafood","Pavlova, Ltd.","USA","Seattle","10","United Package","62.5",12,"0.25","562.5"
10719,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","USA","Seattle","10","United Package","25.89",3,"0.25","58.252498626708984"
10719,54,"Meat/Poultry","Ma Maison","USA","Seattle","10","United Package","7.45",40,"0.25","223.4999942779541"
10720,35,"Beverages","Bigfoot Breweries","Brazil","Seattle","10","United Package","18",21,"0","378"
10720,71,"Dairy Products","Norske Meierier","Brazil","Seattle","10","United Package","21.5",8,"0","172"
10721,44,"Condiments","Leka Trading","Germany","London","10","Federal Shipping","19.45",50,"0.05","923.8750355150551"
10722,2,"Beverages","Exotic Liquids","USA","Seattle","10","Speedy Express","19",3,"0","57"
10722,31,"Dairy Products","Formaggi Fortini s.r.l.","USA","Seattle","10","Speedy Express","12.5",50,"0","625"
10722,68,"Confections","Specialty Biscuits, Ltd.","USA","Seattle","10","Speedy Express","12.5",45,"0","562.5"
10722,75,"Beverages","Plutzer Lebensmittelgroßmärkte AG","USA","Seattle","10","Speedy Express","7.75",42,"0","325.5"
10723,26,"Confections","Heli Süßwaren GmbH & Co. KG","USA","Kirkland","10","Speedy Express","31.23",15,"0","468.4499931335449"
10724,10,"Seafood","Tokyo Traders","Canada","Seattle","10","United Package","31",16,"0","496"
10724,61,"Condiments","Forêts d'érables","Canada","Seattle","10","United Package","28.5",5,"0","142.5"
10725,41,"Seafood","New England Seafood Cannery","Brazil","Redmond","10","Federal Shipping","9.65",12,"0","115.79999542236328"
10725,52,"Grains/Cereals","G'day, Mate","Brazil","Redmond","10","Federal Shipping","7",4,"0","28"
10725,55,"Meat/Poultry","Ma Maison","Brazil","Redmond","10","Federal Shipping","24",6,"0","144"
10726,4,"Condiments","New Orleans Cajun Delights","UK","Redmond","11","Speedy Express","22",25,"0","550"
10726,11,"Dairy Products","Cooperativa de Quesos 'Las Cabras'","UK","Redmond","11","Speedy Express","21",5,"0","105"
10727,17,"Meat/Poultry","Pavlova, Ltd.","Italy","Tacoma","11","Speedy Express","39",20,"0.05","740.9999994188547"
10727,56,"Grains/Cereals","Pasta Buttini s.r.l.","Italy","Tacoma","11","Speedy Express","38",10,"0.05","360.99999971687794"
10727,59,"Dairy Products","Gai pâturage","Italy","Tacoma","11","Speedy Express","55",10,"0.05","522.4999995902181"
10728,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Brazil","Redmond","11","United Package","25.89",15,"0","388.34999084472656"
10728,40,"Seafood","New England Seafood Cannery","Brazil","Redmond","11","United Package","18.4",6,"0","110.39999771118164"
10728,55,"Meat/Poultry","Ma Maison","Brazil","Redmond","11","United Package","24",12,"0","288"
10728,60,"Dairy Products","Gai pâturage","Brazil","Redmond","11","United Package","34",15,"0","510"
10729,1,"Beverages","Specialty Biscuits, Ltd.","Venezuela","Seattle","11","Federal Shipping","18",50,"0","900"
10729,21,"Confections","Specialty Biscuits, Ltd.","Venezuela","Seattle","11","Federal Shipping","10",30,"0","300"
10729,50,"Confections","Karkki Oy","Venezuela","Seattle","11","Federal Shipping","16.25",40,"0","650"
10730,16,"Confections","Pavlova, Ltd.","France","London","11","Speedy Express","17.45",15,"0.05","248.66251067686824"
10730,31,"Dairy Products","Formaggi Fortini s.r.l.","France","London","11","Speedy Express","12.5",3,"0.05","35.62499997206032"
10730,65,"Condiments","New Orleans Cajun Delights","France","London","11","Speedy Express","21.05",10,"0.05","199.97499259524048"
10731,21,"Confections","Specialty Biscuits, Ltd.","Switzerland","London","11","Speedy Express","10",40,"0.05","379.9999997019768"
10731,51,"Produce","G'day, Mate","Switzerland","London","11","Speedy Express","53",30,"0.05","1510.4999988153577"
10732,76,"Beverages","Karkki Oy","France","Kirkland","11","Speedy Express","18",20,"0","360"
10733,14,"Produce","Mayumi's","Sweden","Seattle","11","Federal Shipping","23.25",16,"0","372"
10733,28,"Produce","Plutzer Lebensmittelgroßmärkte AG","Sweden","Seattle","11","Federal Shipping","45.6",20,"0","911.9999694824219"
10733,52,"Grains/Cereals","G'day, Mate","Sweden","Seattle","11","Federal Shipping","7",25,"0","175"
10734,6,"Condiments","Grandma Kelly's Homestead","Brazil","Tacoma","11","Federal Shipping","25",30,"0","750"
10734,30,"Seafood","Nord-Ost-Fisch Handelsgesellschaft mbH","Brazil","Tacoma","11","Federal Shipping","25.89",15,"0","388.34999084472656"
10734,76,"Beverages","Karkki Oy","Brazil","Tacoma","11","Federal Shipping","18",20,"0","360"
10735,61,"Condiments","Forêts d'érables","USA","London","11","United Package","28.5",20,"0.1","512.9999991506338"
10735,77,"Condiments","Plutzer Lebensmittelgroßmärkte AG","USA","London","11","United Package","13",2,"0.1","23.39999996125698"
